date,State,Rt,Climate,Region
8/26/2020,AK,1.045305428,56,"Region 10 AK, ID, OR, WA"
8/27/2020,AK,1.040571696,56,"Region 10 AK, ID, OR, WA"
8/28/2020,AK,1.043994186,53.5,"Region 10 AK, ID, OR, WA"
8/29/2020,AK,1.04589578,54.5,"Region 10 AK, ID, OR, WA"
8/30/2020,AK,1.044086692,54,"Region 10 AK, ID, OR, WA"
8/31/2020,AK,1.049186714,56.5,"Region 10 AK, ID, OR, WA"
9/1/2020,AK,1.051185819,55.5,"Region 10 AK, ID, OR, WA"
9/2/2020,AK,1.058496474,53.5,"Region 10 AK, ID, OR, WA"
9/3/2020,AK,1.059389499,53.5,"Region 10 AK, ID, OR, WA"
9/4/2020,AK,1.067397004,50.5,"Region 10 AK, ID, OR, WA"
9/5/2020,AK,1.072537953,48.5,"Region 10 AK, ID, OR, WA"
9/6/2020,AK,1.078918726,49.5,"Region 10 AK, ID, OR, WA"
9/7/2020,AK,1.088058003,54.5,"Region 10 AK, ID, OR, WA"
9/8/2020,AK,1.09089869,54,"Region 10 AK, ID, OR, WA"
9/9/2020,AK,1.101801075,52.5,"Region 10 AK, ID, OR, WA"
9/10/2020,AK,1.106325588,50,"Region 10 AK, ID, OR, WA"
9/11/2020,AK,1.116960873,47,"Region 10 AK, ID, OR, WA"
9/12/2020,AK,1.125333121,47,"Region 10 AK, ID, OR, WA"
9/13/2020,AK,1.132665478,48,"Region 10 AK, ID, OR, WA"
9/14/2020,AK,1.141621401,49,"Region 10 AK, ID, OR, WA"
9/15/2020,AK,1.142762486,50.5,"Region 10 AK, ID, OR, WA"
9/16/2020,AK,1.148585869,51,"Region 10 AK, ID, OR, WA"
9/17/2020,AK,1.159173125,53,"Region 10 AK, ID, OR, WA"
9/18/2020,AK,1.16774436,51,"Region 10 AK, ID, OR, WA"
9/19/2020,AK,1.161138052,50,"Region 10 AK, ID, OR, WA"
9/20/2020,AK,1.166846152,47.5,"Region 10 AK, ID, OR, WA"
9/21/2020,AK,1.170194403,47.5,"Region 10 AK, ID, OR, WA"
9/22/2020,AK,1.172252025,49,"Region 10 AK, ID, OR, WA"
9/23/2020,AK,1.173633218,49.5,"Region 10 AK, ID, OR, WA"
9/24/2020,AK,1.171301586,46,"Region 10 AK, ID, OR, WA"
9/25/2020,AK,1.174598648,47,"Region 10 AK, ID, OR, WA"
9/26/2020,AK,1.167262555,49,"Region 10 AK, ID, OR, WA"
9/27/2020,AK,1.169145538,49,"Region 10 AK, ID, OR, WA"
9/28/2020,AK,1.170131066,47,"Region 10 AK, ID, OR, WA"
9/29/2020,AK,1.167322702,45.5,"Region 10 AK, ID, OR, WA"
9/30/2020,AK,1.163267318,50.5,"Region 10 AK, ID, OR, WA"
10/1/2020,AK,1.158327183,52,"Region 10 AK, ID, OR, WA"
10/2/2020,AK,1.157832132,53.5,"Region 10 AK, ID, OR, WA"
10/3/2020,AK,1.149817053,50.5,"Region 10 AK, ID, OR, WA"
10/4/2020,AK,1.147285285,46,"Region 10 AK, ID, OR, WA"
10/5/2020,AK,1.140695009,45.5,"Region 10 AK, ID, OR, WA"
10/6/2020,AK,1.142679209,43.5,"Region 10 AK, ID, OR, WA"
10/7/2020,AK,1.140341267,45.5,"Region 10 AK, ID, OR, WA"
10/8/2020,AK,1.142800447,45,"Region 10 AK, ID, OR, WA"
10/9/2020,AK,1.142370069,44,"Region 10 AK, ID, OR, WA"
10/10/2020,AK,1.139572862,42,"Region 10 AK, ID, OR, WA"
10/11/2020,AK,1.139473313,40,"Region 10 AK, ID, OR, WA"
10/12/2020,AK,1.136534308,39,"Region 10 AK, ID, OR, WA"
10/13/2020,AK,1.140422179,36.5,"Region 10 AK, ID, OR, WA"
10/14/2020,AK,1.137727695,35,"Region 10 AK, ID, OR, WA"
10/15/2020,AK,1.136981457,31,"Region 10 AK, ID, OR, WA"
10/16/2020,AK,1.135428393,28,"Region 10 AK, ID, OR, WA"
10/17/2020,AK,1.135105065,27.5,"Region 10 AK, ID, OR, WA"
10/18/2020,AK,1.12967239,27.5,"Region 10 AK, ID, OR, WA"
10/19/2020,AK,1.136972495,29.5,"Region 10 AK, ID, OR, WA"
10/20/2020,AK,1.137851767,27,"Region 10 AK, ID, OR, WA"
10/21/2020,AK,1.135445222,29,"Region 10 AK, ID, OR, WA"
10/22/2020,AK,1.127554194,24.5,"Region 10 AK, ID, OR, WA"
10/23/2020,AK,1.128208419,24.5,"Region 10 AK, ID, OR, WA"
10/24/2020,AK,1.126902793,27.5,"Region 10 AK, ID, OR, WA"
10/25/2020,AK,1.124390721,33,"Region 10 AK, ID, OR, WA"
10/26/2020,AK,1.123310023,37.5,"Region 10 AK, ID, OR, WA"
10/27/2020,AK,1.128243467,34.5,"Region 10 AK, ID, OR, WA"
10/28/2020,AK,1.129135041,28.5,"Region 10 AK, ID, OR, WA"
10/29/2020,AK,1.119626892,26,"Region 10 AK, ID, OR, WA"
10/30/2020,AK,1.119514506,23.5,"Region 10 AK, ID, OR, WA"
10/31/2020,AK,1.120572609,22.5,"Region 10 AK, ID, OR, WA"
11/1/2020,AK,1.125544019,15.5,"Region 10 AK, ID, OR, WA"
11/2/2020,AK,1.122005582,11.5,"Region 10 AK, ID, OR, WA"
11/3/2020,AK,1.117663379,7.5,"Region 10 AK, ID, OR, WA"
11/4/2020,AK,1.120237903,7,"Region 10 AK, ID, OR, WA"
8/1/2020,AL,0.943888403,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/2/2020,AL,0.952899005,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/3/2020,AL,0.964743978,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/4/2020,AL,0.975519571,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/5/2020,AL,0.987161253,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/6/2020,AL,1.001152828,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/7/2020,AL,1.012330161,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/8/2020,AL,1.025698396,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/9/2020,AL,1.039516914,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/10/2020,AL,1.049526044,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/11/2020,AL,1.053955665,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/12/2020,AL,1.060004328,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/13/2020,AL,1.064956904,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/14/2020,AL,1.07083024,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/15/2020,AL,1.068689853,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/16/2020,AL,1.06670651,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/17/2020,AL,1.064099033,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/18/2020,AL,1.055128183,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/19/2020,AL,1.04760183,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/20/2020,AL,1.039805143,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/21/2020,AL,1.031324323,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/22/2020,AL,1.022549272,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/23/2020,AL,1.011573282,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/24/2020,AL,1.003952857,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/25/2020,AL,0.990168941,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/26/2020,AL,0.97704873,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/27/2020,AL,0.968270245,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/28/2020,AL,0.964405,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/29/2020,AL,0.957193277,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/30/2020,AL,0.952709216,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/31/2020,AL,0.94842365,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/1/2020,AL,0.946092921,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/2/2020,AL,0.944123564,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/3/2020,AL,0.942552952,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/4/2020,AL,0.941149884,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/5/2020,AL,0.939753539,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/6/2020,AL,0.940948341,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/7/2020,AL,0.940730758,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/8/2020,AL,0.946411007,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/9/2020,AL,0.952354642,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/10/2020,AL,0.952945947,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/11/2020,AL,0.958651581,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/12/2020,AL,0.964636829,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/13/2020,AL,0.967504114,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/14/2020,AL,0.972895929,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/15/2020,AL,0.981350556,77,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/16/2020,AL,0.991036266,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/17/2020,AL,1.00033738,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/18/2020,AL,1.007963822,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/19/2020,AL,1.022547108,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/20/2020,AL,1.031739046,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/21/2020,AL,1.037494592,67,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/22/2020,AL,1.046709854,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/23/2020,AL,1.055259594,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/24/2020,AL,1.064361841,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/25/2020,AL,1.06876057,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/26/2020,AL,1.073599291,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/27/2020,AL,1.082901407,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/28/2020,AL,1.090794721,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/29/2020,AL,1.090655518,63,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
9/30/2020,AL,1.0918463,64,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/1/2020,AL,1.093960482,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/2/2020,AL,1.094251392,62,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/3/2020,AL,1.094831212,61.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/4/2020,AL,1.097679866,64,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/5/2020,AL,1.099210308,67,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/6/2020,AL,1.098375235,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/7/2020,AL,1.095613698,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/8/2020,AL,1.094182552,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/9/2020,AL,1.090274014,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/10/2020,AL,1.088376076,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/11/2020,AL,1.087777971,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/12/2020,AL,1.082870169,76,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/13/2020,AL,1.079755956,70.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/14/2020,AL,1.078638631,68.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/15/2020,AL,1.077232927,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/16/2020,AL,1.070380217,61,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/17/2020,AL,1.072351281,58.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/18/2020,AL,1.067582807,67,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/19/2020,AL,1.069641333,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/20/2020,AL,1.067616367,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/21/2020,AL,1.065255709,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/22/2020,AL,1.065608394,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/23/2020,AL,1.060182652,76,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/24/2020,AL,1.064411271,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/25/2020,AL,1.064488579,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/26/2020,AL,1.065036447,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/27/2020,AL,1.064749515,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/28/2020,AL,1.071565526,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/29/2020,AL,1.071661491,62,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/30/2020,AL,1.06462273,53.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/31/2020,AL,1.061108064,58,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/1/2020,AL,1.067731217,62,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/2/2020,AL,1.068508465,51,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/3/2020,AL,1.068181733,53.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/4/2020,AL,1.068895593,57.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/1/2020,AR,0.936078493,79,"Region 06 AR, LA, NM, OK, TX"
8/2/2020,AR,0.935453854,78,"Region 06 AR, LA, NM, OK, TX"
8/3/2020,AR,0.939388598,78.5,"Region 06 AR, LA, NM, OK, TX"
8/4/2020,AR,0.942136682,77,"Region 06 AR, LA, NM, OK, TX"
8/5/2020,AR,0.942936006,74,"Region 06 AR, LA, NM, OK, TX"
8/6/2020,AR,0.947115397,76,"Region 06 AR, LA, NM, OK, TX"
8/7/2020,AR,0.947222608,79,"Region 06 AR, LA, NM, OK, TX"
8/8/2020,AR,0.951353509,82,"Region 06 AR, LA, NM, OK, TX"
8/9/2020,AR,0.951463311,85,"Region 06 AR, LA, NM, OK, TX"
8/10/2020,AR,0.951084452,86,"Region 06 AR, LA, NM, OK, TX"
8/11/2020,AR,0.951378584,84.5,"Region 06 AR, LA, NM, OK, TX"
8/12/2020,AR,0.959490644,78.5,"Region 06 AR, LA, NM, OK, TX"
8/13/2020,AR,0.962483941,81.5,"Region 06 AR, LA, NM, OK, TX"
8/14/2020,AR,0.962893922,82.5,"Region 06 AR, LA, NM, OK, TX"
8/15/2020,AR,0.965977439,85,"Region 06 AR, LA, NM, OK, TX"
8/16/2020,AR,0.970329028,82,"Region 06 AR, LA, NM, OK, TX"
8/17/2020,AR,0.969496616,78,"Region 06 AR, LA, NM, OK, TX"
8/18/2020,AR,0.97519759,81,"Region 06 AR, LA, NM, OK, TX"
8/19/2020,AR,0.977232559,78.5,"Region 06 AR, LA, NM, OK, TX"
8/20/2020,AR,0.978199858,77,"Region 06 AR, LA, NM, OK, TX"
8/21/2020,AR,0.980820931,79,"Region 06 AR, LA, NM, OK, TX"
8/22/2020,AR,0.982820021,78,"Region 06 AR, LA, NM, OK, TX"
8/23/2020,AR,0.984917815,80.5,"Region 06 AR, LA, NM, OK, TX"
8/24/2020,AR,0.984291637,82,"Region 06 AR, LA, NM, OK, TX"
8/25/2020,AR,0.98742938,83.5,"Region 06 AR, LA, NM, OK, TX"
8/26/2020,AR,0.989092356,81.5,"Region 06 AR, LA, NM, OK, TX"
8/27/2020,AR,0.994260971,73.5,"Region 06 AR, LA, NM, OK, TX"
8/28/2020,AR,0.996846636,83.5,"Region 06 AR, LA, NM, OK, TX"
8/29/2020,AR,0.994692792,84.5,"Region 06 AR, LA, NM, OK, TX"
8/30/2020,AR,0.992075052,80.5,"Region 06 AR, LA, NM, OK, TX"
8/31/2020,AR,0.99815883,78.5,"Region 06 AR, LA, NM, OK, TX"
9/1/2020,AR,1.001827862,79,"Region 06 AR, LA, NM, OK, TX"
9/2/2020,AR,1.006138951,77.5,"Region 06 AR, LA, NM, OK, TX"
9/3/2020,AR,1.004818788,78.5,"Region 06 AR, LA, NM, OK, TX"
9/4/2020,AR,1.010509141,81,"Region 06 AR, LA, NM, OK, TX"
9/5/2020,AR,1.012996348,76.5,"Region 06 AR, LA, NM, OK, TX"
9/6/2020,AR,1.016354528,77.5,"Region 06 AR, LA, NM, OK, TX"
9/7/2020,AR,1.018172267,78.5,"Region 06 AR, LA, NM, OK, TX"
9/8/2020,AR,1.018221879,79,"Region 06 AR, LA, NM, OK, TX"
9/9/2020,AR,1.021021262,80.5,"Region 06 AR, LA, NM, OK, TX"
9/10/2020,AR,1.020694466,80.5,"Region 06 AR, LA, NM, OK, TX"
9/11/2020,AR,1.020187612,80,"Region 06 AR, LA, NM, OK, TX"
9/12/2020,AR,1.016796724,81,"Region 06 AR, LA, NM, OK, TX"
9/13/2020,AR,1.022182993,78.5,"Region 06 AR, LA, NM, OK, TX"
9/14/2020,AR,1.0237247,77.5,"Region 06 AR, LA, NM, OK, TX"
9/15/2020,AR,1.027665677,77,"Region 06 AR, LA, NM, OK, TX"
9/16/2020,AR,1.023792795,78.5,"Region 06 AR, LA, NM, OK, TX"
9/17/2020,AR,1.027162726,78,"Region 06 AR, LA, NM, OK, TX"
9/18/2020,AR,1.029046234,71.5,"Region 06 AR, LA, NM, OK, TX"
9/19/2020,AR,1.031806797,67,"Region 06 AR, LA, NM, OK, TX"
9/20/2020,AR,1.037619781,69,"Region 06 AR, LA, NM, OK, TX"
9/21/2020,AR,1.040350245,68,"Region 06 AR, LA, NM, OK, TX"
9/22/2020,AR,1.042955116,66,"Region 06 AR, LA, NM, OK, TX"
9/23/2020,AR,1.048515262,61.5,"Region 06 AR, LA, NM, OK, TX"
9/24/2020,AR,1.052863145,65,"Region 06 AR, LA, NM, OK, TX"
9/25/2020,AR,1.054782391,66,"Region 06 AR, LA, NM, OK, TX"
9/26/2020,AR,1.055273447,65.5,"Region 06 AR, LA, NM, OK, TX"
9/27/2020,AR,1.055739721,70.5,"Region 06 AR, LA, NM, OK, TX"
9/28/2020,AR,1.051804886,65,"Region 06 AR, LA, NM, OK, TX"
9/29/2020,AR,1.058783137,61.5,"Region 06 AR, LA, NM, OK, TX"
9/30/2020,AR,1.058484364,67,"Region 06 AR, LA, NM, OK, TX"
10/1/2020,AR,1.062395116,66,"Region 06 AR, LA, NM, OK, TX"
10/2/2020,AR,1.06344658,59,"Region 06 AR, LA, NM, OK, TX"
10/3/2020,AR,1.063083104,60,"Region 06 AR, LA, NM, OK, TX"
10/4/2020,AR,1.065345502,60,"Region 06 AR, LA, NM, OK, TX"
10/5/2020,AR,1.069946443,57,"Region 06 AR, LA, NM, OK, TX"
10/6/2020,AR,1.071441341,60,"Region 06 AR, LA, NM, OK, TX"
10/7/2020,AR,1.073671062,68,"Region 06 AR, LA, NM, OK, TX"
10/8/2020,AR,1.075036132,68,"Region 06 AR, LA, NM, OK, TX"
10/9/2020,AR,1.071089802,68,"Region 06 AR, LA, NM, OK, TX"
10/10/2020,AR,1.069349023,69.5,"Region 06 AR, LA, NM, OK, TX"
10/11/2020,AR,1.075078064,72,"Region 06 AR, LA, NM, OK, TX"
10/12/2020,AR,1.077277008,67,"Region 06 AR, LA, NM, OK, TX"
10/13/2020,AR,1.075011417,62.5,"Region 06 AR, LA, NM, OK, TX"
10/14/2020,AR,1.075167531,62.5,"Region 06 AR, LA, NM, OK, TX"
10/15/2020,AR,1.073625879,58,"Region 06 AR, LA, NM, OK, TX"
10/16/2020,AR,1.078627018,55.5,"Region 06 AR, LA, NM, OK, TX"
10/17/2020,AR,1.07298114,55.5,"Region 06 AR, LA, NM, OK, TX"
10/18/2020,AR,1.070437508,67.5,"Region 06 AR, LA, NM, OK, TX"
10/19/2020,AR,1.074750233,72,"Region 06 AR, LA, NM, OK, TX"
10/20/2020,AR,1.075756805,71.5,"Region 06 AR, LA, NM, OK, TX"
10/21/2020,AR,1.072794929,72,"Region 06 AR, LA, NM, OK, TX"
10/22/2020,AR,1.071135445,72.5,"Region 06 AR, LA, NM, OK, TX"
10/23/2020,AR,1.067666479,64.5,"Region 06 AR, LA, NM, OK, TX"
10/24/2020,AR,1.067521768,48.5,"Region 06 AR, LA, NM, OK, TX"
10/25/2020,AR,1.069454127,50,"Region 06 AR, LA, NM, OK, TX"
10/26/2020,AR,1.071723573,50.5,"Region 06 AR, LA, NM, OK, TX"
10/27/2020,AR,1.072883386,47,"Region 06 AR, LA, NM, OK, TX"
10/28/2020,AR,1.072111532,50.5,"Region 06 AR, LA, NM, OK, TX"
10/29/2020,AR,1.070262053,47.5,"Region 06 AR, LA, NM, OK, TX"
10/30/2020,AR,1.07727456,49,"Region 06 AR, LA, NM, OK, TX"
10/31/2020,AR,1.075890454,51,"Region 06 AR, LA, NM, OK, TX"
11/1/2020,AR,1.077081911,56.5,"Region 06 AR, LA, NM, OK, TX"
11/2/2020,AR,1.074299136,47.5,"Region 06 AR, LA, NM, OK, TX"
11/3/2020,AR,1.065431626,54.5,"Region 06 AR, LA, NM, OK, TX"
11/4/2020,AR,1.072342699,56.5,"Region 06 AR, LA, NM, OK, TX"
8/1/2020,AZ,0.843522815,102,"Region 09 AZ, CA, HI, NV"
8/2/2020,AZ,0.849922993,101,"Region 09 AZ, CA, HI, NV"
8/3/2020,AZ,0.859403364,101.5,"Region 09 AZ, CA, HI, NV"
8/4/2020,AZ,0.86826888,99,"Region 09 AZ, CA, HI, NV"
8/5/2020,AZ,0.87567755,101,"Region 09 AZ, CA, HI, NV"
8/6/2020,AZ,0.882424866,96,"Region 09 AZ, CA, HI, NV"
8/7/2020,AZ,0.894065906,96,"Region 09 AZ, CA, HI, NV"
8/8/2020,AZ,0.900293963,99.5,"Region 09 AZ, CA, HI, NV"
8/9/2020,AZ,0.903618814,98,"Region 09 AZ, CA, HI, NV"
8/10/2020,AZ,0.913555198,97.5,"Region 09 AZ, CA, HI, NV"
8/11/2020,AZ,0.919823877,99,"Region 09 AZ, CA, HI, NV"
8/12/2020,AZ,0.927888457,100,"Region 09 AZ, CA, HI, NV"
8/13/2020,AZ,0.935247568,103,"Region 09 AZ, CA, HI, NV"
8/14/2020,AZ,0.94038589,103,"Region 09 AZ, CA, HI, NV"
8/15/2020,AZ,0.949835249,103,"Region 09 AZ, CA, HI, NV"
8/16/2020,AZ,0.953551231,103,"Region 09 AZ, CA, HI, NV"
8/17/2020,AZ,0.958010335,102.5,"Region 09 AZ, CA, HI, NV"
8/18/2020,AZ,0.958863304,102.5,"Region 09 AZ, CA, HI, NV"
8/19/2020,AZ,0.961403955,103,"Region 09 AZ, CA, HI, NV"
8/20/2020,AZ,0.964784081,95.5,"Region 09 AZ, CA, HI, NV"
8/21/2020,AZ,0.96821707,90.5,"Region 09 AZ, CA, HI, NV"
8/22/2020,AZ,0.964024443,96.5,"Region 09 AZ, CA, HI, NV"
8/23/2020,AZ,0.965852242,99.5,"Region 09 AZ, CA, HI, NV"
8/24/2020,AZ,0.966434834,102.5,"Region 09 AZ, CA, HI, NV"
8/25/2020,AZ,0.967412743,101.5,"Region 09 AZ, CA, HI, NV"
8/26/2020,AZ,0.965396426,100.5,"Region 09 AZ, CA, HI, NV"
8/27/2020,AZ,0.967353993,101,"Region 09 AZ, CA, HI, NV"
8/28/2020,AZ,0.965795977,101,"Region 09 AZ, CA, HI, NV"
8/29/2020,AZ,0.965541408,93,"Region 09 AZ, CA, HI, NV"
8/30/2020,AZ,0.963491477,90,"Region 09 AZ, CA, HI, NV"
8/31/2020,AZ,0.963633677,89,"Region 09 AZ, CA, HI, NV"
9/1/2020,AZ,0.961461462,93,"Region 09 AZ, CA, HI, NV"
9/2/2020,AZ,0.964865731,93.5,"Region 09 AZ, CA, HI, NV"
9/3/2020,AZ,0.966673489,96.5,"Region 09 AZ, CA, HI, NV"
9/4/2020,AZ,0.969008461,99,"Region 09 AZ, CA, HI, NV"
9/5/2020,AZ,0.972406724,101.5,"Region 09 AZ, CA, HI, NV"
9/6/2020,AZ,0.978153801,101,"Region 09 AZ, CA, HI, NV"
9/7/2020,AZ,0.982825909,97,"Region 09 AZ, CA, HI, NV"
9/8/2020,AZ,0.991070736,89.5,"Region 09 AZ, CA, HI, NV"
